"","Zone_1","Zone_2","Zone_3","Zone_4","Zone_5","Zone_6","Zone_7","Zone_8","Zone_9","Zone_10"
"xrn1",4.48138083459323e-08,0.262767395740184,2.32641745885762,3.50288704526538,3.24490546195385,2.53972689262049,1.86894463212859,1.34913795668206,0.973109970819772,0.70713991768645
"xrn2",1.54882322624755e-07,0.592443499577366,4.69668042397789,6.78400849198994,6.13126309823832,4.71684076184739,3.42639166324768,2.44843485054961,1.75160739834802,1.26428858893755
"xylb",2.91371082057353e-07,1.05076130969528,7.71193481127872,10.8097223441573,9.62564144086071,7.34149300193809,5.30336909182602,3.77506905360795,2.69305413988984,1.9396330212234
"xylt2",2.95817315673702e-08,0.234454129202113,2.0995769830863,3.19017873636773,2.96804028114968,2.32722433117294,1.71354003366331,1.2369075534583,0.891860889560211,0.647790441329133
"yae1d1",6.42952850933177e-08,0.399532851288944,3.42376925031304,5.0423500291516,4.59882470869032,3.55810177085401,2.59517123184398,1.86021469015263,1.33408060142283,0.964867930698792
"yaf2",2.04821193981324e-07,0.788371770506187,6.70421343083983,9.96172594744594,9.14739396975592,7.11042377932132,5.20315003295978,3.73851504057591,2.6859477551114,1.94530229288273
"yap1",1.77056826474694e-07,0.827481417570061,6.41442028953623,9.12102182975972,8.1699112401834,6.2504678303428,4.52368383956803,3.22408365709388,2.30203170327449,1.65910148659644
"yars",9.86925177344223e-06,0.739809544047727,5.68000587271075,8.26408316744874,7.49214308442137,5.77015259056524,4.19269954282947,2.99580384598398,2.14271768216457,1.54615304457551
"yars2",6.42924936565732e-08,0.25835449983232,1.9033333457863,2.61379528552228,2.28886007152314,1.72411722347344,1.23384660491723,0.871938216592172,0.61845781374995,0.443365745165114
"ybey",1.10228846449804e-08,0.195427697043963,1.65802509814321,2.39527380056201,2.15177586733803,1.64570003921233,1.18959531709474,0.846638126603168,0.603674365098484,0.434521401448746
"ybx1",1.8866923641023e-06,3.77266590073017,30.8972126680494,44.9653358838077,40.7359901186144,31.3675356170697,22.7948399643091,16.2915113280798,11.6556863582138,8.41304861367207
"ybx3",3.19353762084372e-07,1.22583872123774,10.3359155262837,15.1925967014042,13.8260607995985,10.6724326541098,7.76718372245338,5.55662513733867,3.97815615621374,2.87284132330724
"yeats2",9.54566100255504e-08,0.193730600922751,1.29089172117338,1.7631108892429,1.55180163552425,1.17550405485704,0.845263920641864,0.599660993227832,0.426682152130552,0.306680431807118
"yeats4",2.06444831021908e-07,0.910490041935632,7.37937953489791,10.6650331741852,9.62219358067138,7.38919342085013,5.35938580885232,3.82482986277979,2.73338133917589,1.97117254613865
"yes1",2.33347059340174e-07,0.769118436314235,6.02020110622106,8.69651004315452,7.88115828088026,6.08110663952109,4.4293170974556,3.17246802738523,2.2740894776308,1.64419994738706
"yif1a",4.43645089434072e-07,1.39000892931822,11.0307743506241,15.8669850050872,14.3002543148003,10.9815558587997,7.9675191527681,5.68855224618484,4.06700357572374,2.9340903745177
"yif1b",5.92946282101828e-07,1.23953143196141,9.42789944217132,13.3748590870439,11.9695882074332,9.15227170847786,6.62098711574107,4.71723503572204,3.36720229290717,2.42620320598564
"yipf1",1.68434971465702e-07,0.588575096509305,4.25237604054293,5.97422165902331,5.34649401150243,4.09715741550285,2.97164433007508,2.12236888987847,1.5182682103229,1.09606506222317
"yipf2",1.18816786758634e-06,0.372219044344849,2.75829204515806,4.01737607156994,3.66273251729453,2.83582491334166,2.06956642729754,1.48401039364057,1.06450067384665,0.769970701381813
"yipf3",4.71081121820886e-07,1.23589477010126,9.62386987771421,13.8205914234667,12.4595017002439,9.57290225507599,6.94878505472929,4.96319032523735,3.54958279906164,2.56150682285104
"yipf4",2.30243478658252e-07,0.885925037620522,7.54496165740828,11.107144841547,10.1215972839093,7.82271370842174,5.69951981761546,4.08132421530241,2.92434551059618,2.11332271260466
"yipf5",1.05198075767863e-06,0.902604434411614,7.19793852447198,10.3472190670759,9.29807361006833,7.11858483986113,5.15102607369215,3.66936234847431,2.61840117777915,1.88597017562164
"yipf6",8.67350701038678e-07,0.709455598193153,5.34739036908148,7.70301321686082,6.96411118077178,5.3597669727114,3.89445772834521,2.78331979368076,1.99133053706603,1.43735771078413
"ykt6",3.68070909121918e-07,0.759500461688724,5.53952629655548,7.73222275216965,6.85923764036305,5.21536613822788,3.75809943677351,2.66969680615884,1.90133810057253,1.36751297990196
